1427,Lazarus,Asia ,The cybercriminal group Lazarus has a history of attacking financial organizations in Asia and Latin America.,R2
1429,Lazarus,Latin America,The cybercriminal group Lazarus has a history of attacking financial organizations in Asia and Latin America.,R2
1431,Lazarus,financial organizations,The cybercriminal group Lazarus has a history of attacking financial organizations in Asia and Latin America.,R3
1435,Lazarus,BKDR_BINLODR.ZNFJ-A,We also recently discovered that Lazarus successfully planted their backdoor (detected by Trend Micro as BKDR_BINLODR.ZNFJ-A) into several machines of financial institutions across Latin America.,R7
1436,Lazarus,financial institutions,We also recently discovered that Lazarus successfully planted their backdoor (detected by Trend Micro as BKDR_BINLODR.ZNFJ-A) into several machines of financial institutions across Latin America.,R3
1437,Lazarus,Latin America,We also recently discovered that Lazarus successfully planted their backdoor (detected by Trend Micro as BKDR_BINLODR.ZNFJ-A) into several machines of financial institutions across Latin America.,R2
1439,Lazarus,ATMs,Just last week Lazarus were found stealing millions from ATMs across Asia and Africa.,R61
1440,Lazarus,stealing millions,Just last week Lazarus were found stealing millions from ATMs across Asia and Africa.,R13
1441,Lazarus,Asia,Just last week Lazarus were found stealing millions from ATMs across Asia and Africa.,R2
1443,Lazarus,Africa,Just last week Lazarus were found stealing millions from ATMs across Asia and Africa.,R2
1447,Lazarus group,These,These and other tools used by the Lazarus group can be mitigated by routinely scanning the network for any malicious activity to help prevent the malware from entering and spreading through an organization.,R7
1448,Lazarus group,other tools,These and other tools used by the Lazarus group can be mitigated by routinely scanning the network for any malicious activity to help prevent the malware from entering and spreading through an organization.,R7
1449,Lazarus,enterprises,"The backdoors Lazarus are deploying are difficult to detect and a significant threat to the privacy and security of enterprises, allowing attackers to steal information, delete files, install malware, and more.",R3
1450,Lazarus,steal information,"The backdoors Lazarus are deploying are difficult to detect and a significant threat to the privacy and security of enterprises, allowing attackers to steal information, delete files, install malware, and more.",R13
1452,Lazarus,delete files,"The backdoors Lazarus are deploying are difficult to detect and a significant threat to the privacy and security of enterprises, allowing attackers to steal information, delete files, install malware, and more.",R13
1453,Lazarus ,install malware,"The backdoors Lazarus are deploying are difficult to detect and a significant threat to the privacy and security of enterprises, allowing attackers to steal information, delete files, install malware, and more.",R13
1486,ZINC,Lazarus Group,"Last week Microsoft, working together with Facebook and others in the security community, took strong steps to protect our customers and the internet from ongoing attacks by an advanced persistent threat actor known to us as ZINC, also known as the Lazarus Group.",R14
1487,Lazarus,internet,"Last week Microsoft, working together with Facebook, took strong steps to protect our customers and the internet from ongoing attacks by the Lazarus Group.",R3
1488,Lazarus,Microsoft,"Last week Microsoft, working together with Facebook, took strong steps to protect our customers and the internet from ongoing attacks by the Lazarus Group.",R4
1489,Lazarus,Facebook,"Last week Microsoft, working together with Facebook, took strong steps to protect our customers and the internet from ongoing attacks by the Lazarus Group.",R4
1490,Lazarus Group,WannaCry,"We concluded that Lazarus Group was responsible for WannaCry, a destructive malware.",R7
1491,Lazarus Group,May,"We concluded that Lazarus Group was responsible for WannaCry, a destructive attack in May that targeted Microsoft customers.",R11
1492,Lazarus Group,Microsoft customers,"We concluded that Lazarus Group was responsible for WannaCry, a destructive attack in May that targeted Microsoft customers.",R5
1493,ZINC,North Korea,"Today, the governments of the United States, United Kingdom, Australia, Canada, New Zealand and Japan have all announced that the government of North Korea is responsible for the activities of ZINC/Lazarus.",R1
1494,Lazarus Group,NICKEL ACADEMY,"In November 2017, Secureworks Counter Threat Unit™ (CTU) researchers discovered the North Korean cyber threat group, known as Lazarus Group and internally tracked as NICKEL ACADEMY by Secureworks, had launched a malicious spearphishing campaign using the lure of a job opening for the CFO role at a European-based cryptocurrency company.",R14
1498,Lazarus,malicious spearphishing campaign,"In November 2017, CTU researchers discovered the North Korean cyber threat group, known as Lazarus Group, had launched a malicious spearphishing campaign using the lure of a job opening for the CFO role at a European-based cryptocurrency company.",R6
1500,Lazarus Group,European-based cryptocurrency company,"In November 2017, CTU researchers discovered the North Korean cyber threat group, known as Lazarus Group, had launched a malicious spearphishing campaign using the lure of a job opening for the CFO role at a European-based cryptocurrency company.",R4
1501,Lazarus Group,North Korean,"In November 2017, Secureworks Counter Threat Unit™ (CTU) researchers discovered the North Korean cyber threat group, known as Lazarus Group and internally tracked as NICKEL ACADEMY by Secureworks, had launched a malicious spearphishing campaign using the lure of a job opening for the CFO role at a European-based cryptocurrency company.",R1
1504,NICKEL ACADEMY,spearphishing campaign,"There are several indicators, which have led CTU researchers to believe with high confidence that NICKEL ACADEMY is behind the current spearphishing campaign.",R6
1506,Nickel Academy,custom C2 protocol ,CTU researchers also identified components in the custom C2 protocol being used (the way in which the malware talks to the Command and Control Servers) which they have seen utilized by Nickel Academy (Lazarus) previously.,R7
1507,Leafminer,watering hole websites,"Leafminer attempts to infiltrate target networks through various means of intrusion: watering hole websites, vulnerability scans of network services on the internet, and brute-force login attempts.",R6
1508,Leafminer,vulnerability scans of network services,"Leafminer attempts to infiltrate target networks through various means of intrusion: watering hole websites, vulnerability scans of network services on the internet, and brute-force login attempts.",R6
1509,Leafminer,brute-force login attempts,"Leafminer attempts to infiltrate target networks through various means of intrusion: watering hole websites, vulnerability scans of network services on the internet, and brute-force login attempts.",R6
1510,Lazarus,former campaigns,"The researchers found that there are common elements in the macro and in the first- stage RAT used in this campaign, with former campaigns of the NICKEL ACADEMY (Lazarus) threat group.",R17
1511,Leafminer,Middle East,"During our investigation, there was a breakthrough discovery that helped connect Leafminer to a number of attacks observed on systems in the Middle East and identify the toolkit used in the group’s efforts of intrusion, lateral movement, and exfiltration.",R2
1512,Leafminer,public web shell,"As of early June 2018, the server hosted 112 files in a subdirectory that could be accessed through a public web shell planted by the Leafminer.",R7
1513,attackers,early June 2018,"As of early June 2018, the server hosted 112 files in a subdirectory that could be accessed through a public web shell planted by the attackers.",R11
1514,Leafminer,looking for email data,"The Leafminer’s post-compromise toolkit suggests that Leafminer is looking for email data, files, and database servers on compromised target systems.",R13
1515,Leafminer,files,"The Leafminer’s post-compromise toolkit suggests that Leafminer is looking for email data, files, and database servers on compromised target systems.",R13
1516,Leafminer,database servers,"The Leafminer’s post-compromise toolkit suggests that Leafminer is looking for email data, files, and database servers on compromised target systems.",R13
1517,Sun Army,Iranian,Researching the hacker handle MagicCoder results in references to the Iranian hacking forum Ashiyane as well as defacements by the Iranian hacker group Sun Army.,R1
1518,Leafminer ,Saudi Arabia,"Targeted regions included in the list of Leafminer are Saudi Arabia, United Arab Emirates, Qatar, Kuwait, Bahrain, Egypt, Israel, and Afghanistan.",R2
1519,Leafminer,United Arab Emirates,"Targeted regions included in the list of Leafminer are Saudi Arabia, United Arab Emirates, Qatar, Kuwait, Bahrain, Egypt, Israel, and Afghanistan.",R2
1520,Leafminer,Qatar,"Targeted regions included in the list of Leafminer are Saudi Arabia, United Arab Emirates, Qatar, Kuwait, Bahrain, Egypt, Israel, and Afghanistan.",R2
1521,Leafminer,Kuwait,"Targeted regions included in the list of Leafminer are Saudi Arabia, United Arab Emirates, Qatar, Kuwait, Bahrain, Egypt, Israel, and Afghanistan.",R2
1522,Leafminer,Bahrain,"Targeted regions included in the list of Leafminer are Saudi Arabia, United Arab Emirates, Qatar, Kuwait, Bahrain, Egypt, Israel, and Afghanistan.",R2
1523,Leafminer,Egypt,"Targeted regions included in the list of Leafminer are Saudi Arabia, United Arab Emirates, Qatar, Kuwait, Bahrain, Egypt, Israel, and Afghanistan.",R2
1524,Leafminer,Israel,"Targeted regions included in the list of Leafminer are Saudi Arabia, United Arab Emirates, Qatar, Kuwait, Bahrain, Egypt, Israel, and Afghanistan.",R2
1525,Leafminer,Afghanistan,"Targeted regions included in the list of Leafminer are Saudi Arabia, United Arab Emirates, Qatar, Kuwait, Bahrain, Egypt, Israel, and Afghanistan.",R2
1526,Leafminer,Middle East,Our investigation of Leafminer started with the discovery of JavaScript code on several compromised websites in the Middle East.,R2
1527,Shadow Brokers,Fuzzbunch framework,This included the Fuzzbunch framework that was part of an infamous leak of exploits and tools by the Shadow Brokers in April 2017.,R7
1528,Leafminer,SMB vulnerabilities,Leafminer has developed exploit payloads for this framework (Table 2) that deliver custom malware through attacks against SMB vulnerabilities described by Microsoft.,R6
1533,Leafminer,EternalBlue,The Leafminer operators use EternalBlue to attempt lateral movement within target networks from compromised staging servers.,R6
1534,Leafminer,Heartbleed vulnerability (CVE-2014-0160),Symantec also observed attempts by Leafminer to scan for the Heartbleed vulnerability (CVE-2014-0160) from an attacker-controlled IP address.,R6
1536,Leafminer,Python script,"Furthermore, the Leafminer arsenal server hosted a Python script to scan for this vulnerability.",R7
1537,Leafminer ,specific hacktools,Another intrusion approach used by Leafminer seems a lot less sophisticated than the previously described methods but can be just as effective: using specific hacktools to guess the login passwords for services exposed by a targeted system.,R7
1538,Leafminer,guess the login passwords,Another intrusion approach used by Leafminer seems a lot less sophisticated than the previously described methods but can be just as effective: using specific hacktools to guess the login passwords for services exposed by a targeted system.,R13
1539,Leafminer,THC Hydra,Commands found in a readme text that was stored in a ZIP archive together with the hacktool THC Hydra in Leafminer’s tool arsenal represent online dictionary attacks on Microsoft Exchange and Remote Desktop Protocol services of regional government servers in Saudi Arabia.,R7
1540,Leafminer,online dictionary attacks,Commands found in a readme text that was stored in a ZIP archive together with the hacktool THC Hydra in Leafminer’s tool arsenal represent online dictionary attacks on Microsoft Exchange and Remote Desktop Protocol services of regional government servers in Saudi Arabia.,R6
1541,Leafminer,Saudi Arabia,Commands found in a readme text that was stored in a ZIP archive together with the hacktool THC Hydra in Leafminer’s tool arsenal represent online dictionary attacks on Microsoft Exchange and Remote Desktop Protocol services of regional government servers in Saudi Arabia.,R2
1545,Leafminer,Trojan.Imecab,Symantec identified two strains of custom malware used by the Leafminer group: Trojan.Imecab and Backdoor.Sorgu.,R7
1546,Leafminer,Backdoor.Sorgu,Symantec identified two strains of custom malware used by the Leafminer group: Trojan.Imecab and Backdoor.Sorgu.,R7
1547,Leafminer,Middle East,"Leafminer is a highly active group, responsible for targeting a range of organizations across the Middle East.",R2
1548,Leafminer,Iran,Leafminer appears to be based in Iran and seems to be eager to learn from and capitalize on tools and techniques used by more advanced threat actors.,R1
1549,Leafminer ,Process Doppelgänging,"Leafminer also utilized Process Doppelgänging, a detection evasion technique first discussed at the Black Hat EU conference last year.",R6
1551,RASPITE,2017,"Analysis of RASPITE tactics, techniques, and procedures (TTPs) indicate the group has been active in some form since early- to mid-2017.",R9
1552,RASPITE,US,"RASPITE targeting includes entities in the US, Middle East, Europe, and East Asia.",R2
1553,RASPITE,Middle East,"RASPITE targeting includes entities in the US, Middle East, Europe, and East Asia.",R2
1554,RASPITE,Europe,"RASPITE targeting includes entities in the US, Middle East, Europe, and East Asia.",R2
1555,RASPITE,East Asia,"RASPITE targeting includes entities in the US, Middle East, Europe, and East Asia.",R2
1556,RASPITE,Middle East,"RASPITE overlaps significantly with Symantec’s LEAFMINER, which recently released a report on the group’s activity in the Middle East.",R2
1557,RASPITE,electric utility sector,RASPITE’s activity to date currently focuses on initial access operations within the electric utility sector.,R3
1558,Leafminer,electric utilities,This means that the Leafminer group is targeting electric utilities.,R3
1559,RASPITE,clear indicators of necessary activity,"While the group has not yet demonstrated an ICS capability, RASPITE’s recent targeting focus and methodology are clear indicators of necessary activity for initial intrusion operations into an IT network to prepare the way for later potential ICS events.",R13
1560,this actor,2014,"Active since at least 2014, this actor has long-standing interest in maritime industries, naval defense contractors, and associated research institutions in the United States and Western Europe.",R9
1561,Leviathan,maritime industries,"Active since at least 2014, the Leviathan has long-standing interest in maritime industries, naval defense contractors, and associated research institutions in the United States and Western Europe.",R3
1562,Leviathan,naval defense contractors,"Active since at least 2014, the Leviathan has long-standing interest in maritime industries, naval defense contractors, and associated research institutions in the United States and Western Europe.",R3
1563,Leviathan,research institutions,"Active since at least 2014, the Leviathan has long-standing interest in maritime industries, naval defense contractors, and associated research institutions in the United States and Western Europe.",R3
1567,the actor,August 2 and 4,"Between August 2 and 4, the actor sent targeted spearphishing emails containing malicious URLs linking to documents to multiple defense contractors.",R11
1569,Leviathan,spearphishing emails ,"Between August 2 and 4, the Leviathan sent targeted spearphishing emails containing malicious URLs linking to documents to multiple defense contractors.",R6
1570,Leviathan,macro-laden Microsoft Word documents,The Leviathan also occasionally used macro-laden Microsoft Word documents to target other US research and development organizations during this period.,R7
1571,Leviathan,US research and development organizations,The Leviathan also occasionally used macro-laden Microsoft Word documents to target other US research and development organizations during this period.,R3
1572,actor,November 2014,The period between November 2014 and January 2015 marked one of the earlier instances in which Proofpoint observed persistent exploitation attempts by this actor.,R11
1573,actor,January 2015,The period between November 2014 and January 2015 marked one of the earlier instances in which Proofpoint observed persistent exploitation attempts by this actor.,R11
1574,Leviathan,US,"The Leviathan, whose espionage activities primarily focus on targets in the US and Western Europe with military ties, has been active since at least 2014.",R2
1575,Leviathan,Western Europe,"The Leviathan, whose espionage activities primarily focus on targets in the US and Western Europe with military ties, has been active since at least 2014.",R2
1576,this actor,at least 2014,"This actor, whose espionage activities primarily focus on targets in the US and Western Europe with military ties, has been active since at least 2014.",R9
1577,The campaign,2013,"The campaign is linked to a group of suspected Chinese cyber espionage actors we have tracked since 2013, dubbed TEMP.Periscope.",R9
1578,Leviathan,US universities,"The Leviathan generally emailed Microsoft Excel documents with malicious macros to US universities with military interests, most frequently related to the Navy.",R3
1579,The current campaign,summer 2017,The current campaign is a sharp escalation of detected activity since summer 2017.,R9
1580,Leviathan,Navy,"The Leviathan generally emailed Microsoft Excel documents with malicious macros to US universities with military interests, most frequently related to the Navy.",R4
1582,Leviathan,maritime industry,"Known targets of the Leviathan have been involved in the maritime industry, and research institutes, academic organizations, and private firms in the United States.",R3
1583,Leviathan,engineering-focused entities,"Known targets of the Leviathan have been involved in the maritime industry, and research institutes, academic organizations, and private firms in the United States.",R3
1584,TEMP.Periscope,2013,"Active since at least 2013, TEMP.Periscope has primarily focused on maritime-related targets across multiple verticals, including engineering firms, shipping and transportation, manufacturing, defense, government offices, and research universities.",R9
1585,Leviathan,research institutes,"Known targets of the Leviathan have been involved in the maritime industry, and research institutes, academic organizations, and private firms in the United States.",R3
1586,Leviathan,academic organizations,"Known targets of the Leviathan have been involved in the maritime industry, and research institutes, academic organizations, and private firms in the United States.",R3
1588,Leviathan,private firms,"Known targets of the Leviathan have been involved in the maritime industry, and research institutes, academic organizations, and private firms in the United States.",R3
1590,Leviathan,the United States,"Known targets of the Leviathan have been involved in the maritime industry, and research institutes, academic organizations, and private firms in the United States.",R2
1591,TEMP.Periscope,engineering firms,"Active since at least 2013, TEMP.Periscope has primarily focused on maritime-related targets across multiple verticals, including engineering firms, shipping and transportation, manufacturing, defense, government offices, and research universities.",R3
1592,TEMP.Periscope,shipping and transportation,"Active since at least 2013, TEMP.Periscope has primarily focused on maritime-related targets across multiple verticals, including engineering firms, shipping and transportation, manufacturing, defense, government offices, and research universities.",R3
1593,TEMP.Periscope,manufacturing,"Active since at least 2013, TEMP.Periscope has primarily focused on maritime-related targets across multiple verticals, including engineering firms, shipping and transportation, manufacturing, defense, government offices, and research universities.",R3
1594,actor,2013,The actor has conducted operations since at least 2013 in support of China’s naval modernization effort.,R9
1595,TEMP.Periscope,defense,"Active since at least 2013, TEMP.Periscope has primarily focused on maritime-related targets across multiple verticals, including engineering firms, shipping and transportation, manufacturing, defense, government offices, and research universities.",R3
1596,TEMP.Periscope,government offices,"Active since at least 2013, TEMP.Periscope has primarily focused on maritime-related targets across multiple verticals, including engineering firms, shipping and transportation, manufacturing, defense, government offices, and research universities.",R3
1597,TEMP.Periscope,research universities,"Active since at least 2013, TEMP.Periscope has primarily focused on maritime-related targets across multiple verticals, including engineering firms, shipping and transportation, manufacturing, defense, government offices, and research universities.",R3
1598,FireEye,crucial technologies,FireEye is highlighting a cyber espionage operation targeting crucial technologies and traditional intelligence targets from a China-nexus state sponsored actor we call APT40.,R13
1599,Leviathan,engineering,"The Leviathan group has specifically targeted engineering, transportation, and the defense industry, especially where these sectors overlap with maritime technologies.",R3
1600,FireEye,traditional intelligence targets ,FireEye is highlighting a cyber espionage operation targeting crucial technologies and traditional intelligence targets from a China-nexus state sponsored actor we call APT40.,R13
1601,Leviathan,transportation,"The Leviathan group has specifically targeted engineering, transportation, and the defense industry, especially where these sectors overlap with maritime technologies.",R3
1602,Leviathan,defense industry,"The Leviathan group has specifically targeted engineering, transportation, and the defense industry, especially where these sectors overlap with maritime technologies.",R3
1603,FireEye,a China-nexus state,FireEye is highlighting a cyber espionage operation targeting crucial technologies and traditional intelligence targets from a China-nexus state sponsored actor we call APT40.,R1
1604,APT40,maritime issues,We believe APT40’s emphasis on maritime issues and naval technology ultimately support China’s ambition to establish a blue-water navy.,R3
1605,APT40,naval technology ,We believe APT40’s emphasis on maritime issues and naval technology ultimately support China’s ambition to establish a blue-water navy.,R3
1606,APT40,UUV manufacturer,"The incident paralleled China’s actions in cyberspace; within a year APT40 was observed masquerading as a UUV manufacturer, and targeting universities engaged in naval research.",R16
1607,APT40,universities,"Within a year APT40 was observed masquerading as a UUV manufacturer, and targeting universities engaged in naval research.",R3
1608,APT40,China,We believe APT40’s emphasis on maritime issues and naval technology ultimately support China’s ambition to establish a blue-water navy.,R1
1609,APT40,intelligence targets,"APT40 engages in broader regional targeting against traditional intelligence targets, especially organizations with operations in Southeast Asia.",R4
1610,APT40,Southeast Asia,"APT40 engages in broader regional targeting against traditional intelligence targets, especially organizations with operations in Southeast Asia.",R2
1611,APT40,Chinese,We assess with moderate confidence that APT40 is a state-sponsored Chinese cyber espionage operation.,R1
1612,APT40,South China Sea,"APT40 engages in broader regional targeting against traditional intelligence targets, especially organizations with operations in Southeast Asia.",R2
1613,actor,China,The actor’s targeting is consistent with Chinese state interests and there are multiple technical artifacts indicating the actor is based in China.,R1
1614,the group’s activities,China,Analysis of the operational times of the group’s activities indicates that it is probably centered around China Standard Time (UTC +8).,R2
1615,APT40,web shells,APT40 relies heavily on web shells for an initial foothold into an organization.,R7
1616,APT40,web server exploitation,"APT40 has been observed leveraging a variety of techniques for initial compromise, including web server exploitation, phishing campaigns delivering publicly available and custom backdoors, and strategic web compromises.",R6
1619,APT40,phishing campaigns delivering publicly available and custom backdoors,"APT40 has been observed leveraging a variety of techniques for initial compromise, including web server exploitation, phishing campaigns delivering publicly available and custom backdoors, and strategic web compromises.",R6
1621,APT40,strategic web compromises,"APT40 has been observed leveraging a variety of techniques for initial compromise, including web server exploitation, phishing campaigns delivering publicly available and custom backdoors, and strategic web compromises.",R6
1622,The group,CVE-2012-0158 ,The group’s capabilities are more than the much discussed CVE-2012-0158 exploits over the past few years.,R8
1624,Spring Dragon,spearphish exploits,"Instead, the Spring Dragon group is known to have employed spearphish exploits, strategic web compromises, and watering holes attack.",R6
1625,Spring Dragon,strategic web compromises,"Instead, the Spring Dragon group is known to have employed spearphish exploits, strategic web compromises, and watering holes attack.",R6
1627,Spring Dragon,watering holes attack,"Instead, the Spring Dragon group is known to have employed spearphish exploits, strategic web compromises, and watering holes attack.",R6
1630,Spring Dragon,government-related organizations,"The Spring Dragon appears to have rolled out a steady mix of exploits against government-related organizations in VN, TW, PH, and other locations over the past few years.",R3
1631,Spring Dragon,VN,"The Spring Dragon appears to have rolled out a steady mix of exploits against government-related organizations in VN, TW, PH, and other locations over the past few years.",R2
1632,Spring Dragon,TW,"The Spring Dragon appears to have rolled out a steady mix of exploits against government-related organizations in VN, TW, PH, and other locations over the past few years.",R2
1634,Spring Dragon,PH,"The Spring Dragon appears to have rolled out a steady mix of exploits against government-related organizations in VN, TW, PH, and other locations over the past few years.",R2
1635,Spring Dragon ,Myanmar,Organizations located in Myanmar and targeted by Spring Dragon have gone unmentioned.,R2
1636,Spring Dragon,spearphish,Spring Dragon’s infiltration techniques there were not simply spearphish.,R6
1642,DRAGONFISH,Elise,The well-known threat group called DRAGONFISH or Lotus Blossom are distributing a new form of Elise malware targeting organizations for espionage purposes.,R7
1643,Lotus Blossom,Elise,The well-known threat group called DRAGONFISH or Lotus Blossom are distributing a new form of Elise malware targeting organizations for espionage purposes.,R7
1644,DRAGONFISH,Southeast Asia,"The threat actors associated with DRAGONFISH have previously focused their campaigns on targets in Southeast Asia, specifically those located in countries near the South China Sea.",R2
1646,DRAGONFISH,countries near the South China Sea,"The threat actors associated with DRAGONFISH have previously focused their campaigns on targets in Southeast Asia, specifically those located in countries near the South China Sea.",R2
1647,campaign,ADMM,iDefense analysts have identified a campaign likely to be targeting members of— or those with affiliation or interest in—the ASEAN Defence Ministers’ Meeting (ADMM).,请继续标注新的三元组
1648,a campaign,the ASEAN Defence Minister’s Meeting (ADMM),iDefense analysts have identified a campaign likely to be targeting members of or those with affiliation or interest in the ASEAN Defence Minister’s Meeting (ADMM).,R4
1649,DRAGONFISH,campaign,iDefense assesses with high confidence that this campaign is associated with the threat group DRAGONFISH (also known as Lotus Blossom and Spring Dragon).,R17
1650,the described campaign,CVE-2017- 11882,"To mitigate the threat of the described campaign, security teams can consider blocking access to the C2 server 103.236.150[.]14 and, where applicable, ensure that the Microsoft Security Update KB2553204 is installed in order to patch the CVE-2017- 11882 vulnerability.",R8
1651,Lotus Blossom,campaign,iDefense assesses with high confidence that this campaign is associated with the threat group DRAGONFISH (also known as Lotus Blossom and Spring Dragon).,R17
1652,Spring Dragon,campaign,iDefense assesses with high confidence that this campaign is associated with the threat group DRAGONFISH (also known as Lotus Blossom and Spring Dragon).,R17
1656,actors,CVE-2014-6332,"The actors attempted to exploit CVE-2014-6332 using a slightly modified version of the proof-of-concept (POC) code to install a Trojan called Emissary, which is related to the Operation Lotus Blossom campaign.",R6
1658,actors,Operation Lotus Blossom ,"The actors attempted to exploit CVE-2014-6332 using a slightly modified version of the proof-of-concept (POC) code to install a Trojan called Emissary, which is related to the Operation Lotus Blossom campaign.",R17
1659,actors,breaching the French Ministry of Foreign Affairs itself,The targeting of this individual suggests the actors are interested in breaching the French Ministry of Foreign Affairs itself or gaining insights into relations between France and Taiwan.,R13
1660,actors,gaining insights into relations between France and Taiwan,The targeting of this individual suggests the actors are interested in breaching the French Ministry of Foreign Affairs itself or gaining insights into relations between France and Taiwan.,R13
1661,threat actors,"November 10, 2015","On November 10, 2015, threat actors sent a spear-phishing email to an individual at the French Ministry of Foreign Affairs.",R11
1662,Lotus Blossom,spear-phishing email,"On November 10, 2015, Lotus Blossom sent a spear-phishing email to an individual at the French Ministry of Foreign Affairs.",R6
1665,Lotus Blossom,CVE-2014-6332,Lotus Blossom attempted to exploit CVE-2014-6332 using the POC code available in the wild.,R6
1670,Lotus Blossom,exploit CVE-2014-6332,"Lotus Blossom was attempting to exploit CVE-2014-6332 to install a new version of the Emissary Trojan, specifically version 5.3.",R6
1671,APT threat actors,a diplomat in the French Ministry of Foreign Affairs,"APT threat actors, most likely nation state-sponsored, targeted a diplomat in the French Ministry of Foreign Affairs with a seemingly legitimate invitation to a technology conference in Taiwan.",R5
1672,actors,a French diplomat,"Additionally, the targeting of a French diplomat based in Taipei, Taiwan aligns with previous targeting by these actors, as does the separate infrastructure.",R5
1673,Lotus Blossom,Southeast Asia,"The Elise malware used by Lotus Blossom, which was an attack campaign on targets in Southeast Asia.",R2
1676,Lotus Blossom,militaries,"Based on the targeting and lures, Unit 42 assesses that the Lotus Blossom actors’ collection requirements include militaries and government agencies in Southeast Asia.",R3
1677,Lotus Blossom,government agencies,"Based on the targeting and lures, Unit 42 assesses that the Lotus Blossom actors’ collection requirements include militaries and government agencies in Southeast Asia.",R3
1678,the threat actors,Southeast Asia,"Based on the targeting and lures, Unit 42 assesses that the Lotus Blossom actors’ collection requirements include militaries and government agencies in Southeast Asia.",R2
1679,the threat actors,trade agreements with them,"Based on the targeting and lures, Unit 42 assesses that the Lotus Blossom actors’ collection requirements include militaries and government agencies in Southeast Asia.",R4
1684,Emissary,Traditional Chinese,"In addition, Emissary appears to only be used against Taiwanese or Hong Kong based targets, all of the decoys are written in Traditional Chinese, and they use themes related to the government or military.",r19
1689,Lotus Blossom,government,"Lotus Blossom targeted the government, higher education, and high tech companies.",R3
1690,Lotus Blossom,higher education,"Lotus Blossom targeted the government, higher education, and high tech companies.",R3
1691,Lotus Blossom,high tech companies,"Lotus Blossom targeted the government, higher education, and high tech companies.",R3
1692,Emissary ,a mix of copy and pasted news articles and documents that do not appear to be available online,"Lotus Blossom targeted the government, higher education, and high tech companies.",R7
1698, version 2.0,September 2011,The Trojan did not receive much in the form of updates until September 2011 when the author released version 2.0.,r62
1700, version 4.0,March 2015,"The malware author released version 4.0 in March 2015, but curiously created a version 3.0 sample afterwards on June 26, 2015, which was out-of-sequence from the incrementing versioning.",R62
1707,Lotus Blossom,military,"The Lotus Blossom largely targets military or government, with some cases of higher education and high tech companies.",R3
1708,Lotus Blossom,government,"The Lotus Blossom largely targets military or government, with some cases of higher education and high tech companies.",R3
1709,Lotus Blossom,higher education,"The Lotus Blossom largely targets military or government, with some cases of higher education and high tech companies.",R3
1710,Lotus Blossom,high tech companies,"The Lotus Blossom largely targets military or government, with some cases of higher education and high tech companies.",R3
1715,Lotus Blossom,Southeast Asia,The Lotus Blossom actors using Emissary have been active for at least seven years in Southeast Asia.,R2
1716,out-of-sequence version 3.0 sample,ten days after we published the Operation Lotus Blossom paper,"While this may be coincidental, the out-of-sequence version 3.0 sample was created ten days after we published the Operation Lotus Blossom paper that exposed the Elise Trojan that is closely related to Emissary.",R62
1717,Magic Hound,energy,"Magic Hound has primarily targeted organizations in the energy, government, and technology sectors that are either based or have business interests in Saudi Arabia.",R4
1718,Lotus Blossom,Emissary,"Regardless of causation, the rapid development of new versions of Emissary suggests that the malware authors are making frequent modifications to evade detection, which as a corollary suggests the Lotus Blossom are actively using the Emissary Trojan as a payload in attacks.",R7
1719,Magic Hound,government,"Magic Hound has primarily targeted organizations in the energy, government, and technology sectors that are either based or have business interests in Saudi Arabia.",R4
1720,Magic Hound,technology,"Magic Hound has primarily targeted organizations in the energy, government, and technology sectors that are either based or have business interests in Saudi Arabia.",R4
1721,“Rocket Kitten”,AKA Operation Saffron Rose,"Link analysis of infrastructure and tools also revealed a potential relationship between Magic Hound and the adversary group called “Rocket Kitten” (AKA Operation Saffron Rose, Ajax Security Team, Operation Woolen-Goldfish) as well as an older attack campaign called Newscasters.",R14
1722,“Rocket Kitten”,Ajax Security Team,"Link analysis of infrastructure and tools also revealed a potential relationship between Magic Hound and the adversary group called “Rocket Kitten” (AKA Operation Saffron Rose, Ajax Security Team, Operation Woolen-Goldfish) as well as an older attack campaign called Newscasters.",R14
1723,“Rocket Kitten”,Operation Woolen-Goldfish,"Link analysis of infrastructure and tools also revealed a potential relationship between Magic Hound and the adversary group called “Rocket Kitten” (AKA Operation Saffron Rose, Ajax Security Team, Operation Woolen-Goldfish) as well as an older attack campaign called Newscasters.",R14
1725,actors,spear-phishing,"In addition to the malware evolution, the actors also shifted from solely spear-phishing targets with attachments to also compromising legitimate websites to host malware.",r6
1726,Lotus Blossom,spear-phishing attacks,It is highly likely the Lotus Blossom used spear-phishing attacks containing links to these malicious documents as a delivery mechanism.,R6
1727,Magic Hound,government,"We were ultimately able to identify multiple organizations in the government, energy, and technology sectors targeted by Magic Hound.",R3
1728,Magic Hound,energy,"We were ultimately able to identify multiple organizations in the government, energy, and technology sectors targeted by Magic Hound.",R3
1729,Magic Hound,technology,"We were ultimately able to identify multiple organizations in the government, energy, and technology sectors targeted by Magic Hound.",R3
1731,Magic Hound,Microsoft Office documents,"The Magic Hound attacks did not rely on exploit code to compromise targeted systems, instead relying on Excel and Word documents containing malicious macros.",R7
1733,Magic Hound,Excel and Word documents containing malicious macros,"The Magic Hound attacks did not rely on exploit code to compromise targeted systems, instead relying on Excel and Word documents containing malicious macros.",R6
